COUB,Country of birth,FBORN,Place of birth,EDU,Education level,AGE,Age,SEX,Sex,COU,Country of residence,Value,Flag Codes,Flags
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NLD,Netherlands,24068,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,44832,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,157550,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,133822,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,291372,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,157550,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,133822,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,291372,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NLD,Netherlands,1163,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NLD,Netherlands,793,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,1956,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NLD,Netherlands,2377,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NLD,Netherlands,3828,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,6205,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NLD,Netherlands,3540,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NLD,Netherlands,4621,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,8161,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,ALL_AGE,All ages,2,Women,NLD,Netherlands,16526,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,ALL_AGE,All ages,1,Men,NLD,Netherlands,16620,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,33146,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,2,Women,NLD,Netherlands,6787,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,1,Men,NLD,Netherlands,6564,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,13351,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,2,Women,NLD,Netherlands,23313,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,1,Men,NLD,Netherlands,23184,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,46497,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NLD,Netherlands,1556,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NLD,Netherlands,3116,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,4672,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NLD,Netherlands,4619,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NLD,Netherlands,4831,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,9450,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NLD,Netherlands,6175,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NLD,Netherlands,7947,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,14122,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NLD,Netherlands,88,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NLD,Netherlands,429,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,517,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NLD,Netherlands,6707,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NLD,Netherlands,3297,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,10004,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NLD,Netherlands,6795,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NLD,Netherlands,3726,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,10521,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,19333,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,20958,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,40291,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,20490,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,18520,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,39010,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,39823,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,39478,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,79301,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NLD,Netherlands,1163,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NLD,Netherlands,793,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,1956,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NLD,Netherlands,234618,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NLD,Netherlands,210425,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,445043,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NLD,Netherlands,2156954,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NLD,Netherlands,2393343,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,4550297,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NLD,Netherlands,2392735,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NLD,Netherlands,2604561,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,4997296,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_AGE,All ages,2,Women,NLD,Netherlands,16526,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_AGE,All ages,1,Men,NLD,Netherlands,16620,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,33146,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,2,Women,NLD,Netherlands,6787,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,1,Men,NLD,Netherlands,6564,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,13351,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_AGE,All ages,2,Women,NLD,Netherlands,35715,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_AGE,All ages,1,Men,NLD,Netherlands,41790,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,77505,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,2,Women,NLD,Netherlands,59028,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,1,Men,NLD,Netherlands,64974,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,124002,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NLD,Netherlands,1556,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NLD,Netherlands,3116,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,4672,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NLD,Netherlands,364550,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NLD,Netherlands,327160,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,691710,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NLD,Netherlands,2595363,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NLD,Netherlands,1940910,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,4536273,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NLD,Netherlands,2961469,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NLD,Netherlands,2271186,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,5232655,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NLD,Netherlands,88,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NLD,Netherlands,429,,
ALL_COUB,All countries of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,517,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NLD,Netherlands,124102,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NLD,Netherlands,145734,,
ALL_COUB,All countries of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,269836,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NLD,Netherlands,914573,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NLD,Netherlands,1194526,,
ALL_COUB,All countries of birth,0,Native-born,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,2109099,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NLD,Netherlands,1038763,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NLD,Netherlands,1340689,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,2379452,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,19333,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,20958,,
ALL_COUB,All countries of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,40291,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,730057,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,689883,,
ALL_COUB,All countries of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,1419940,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,5702605,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,5570569,,
ALL_COUB,All countries of birth,0,Native-born,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,11273174,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NLD,Netherlands,6451995,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NLD,Netherlands,6281410,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NLD,Netherlands,12733405,,
AFRI,Africa,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NZL,New Zealand,7035,,
AFRI,Africa,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NZL,New Zealand,5838,,
AFRI,Africa,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,12873,,
AFRI,Africa,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NZL,New Zealand,7035,,
AFRI,Africa,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NZL,New Zealand,5838,,
AFRI,Africa,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,12873,,
AFRI,Africa,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,2,Women,NZL,New Zealand,1056,,
AFRI,Africa,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,1,Men,NZL,New Zealand,951,,
AFRI,Africa,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,2007,,
AFRI,Africa,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,2,Women,NZL,New Zealand,1056,,
AFRI,Africa,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,1,Men,NZL,New Zealand,951,,
AFRI,Africa,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,2007,,
AFRI,Africa,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NZL,New Zealand,885,,
AFRI,Africa,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NZL,New Zealand,756,,
AFRI,Africa,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,1641,,
AFRI,Africa,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NZL,New Zealand,885,,
AFRI,Africa,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NZL,New Zealand,756,,
AFRI,Africa,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,1641,,
AFRI,Africa,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NZL,New Zealand,6339,,
AFRI,Africa,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NZL,New Zealand,7161,,
AFRI,Africa,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,13500,,
AFRI,Africa,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NZL,New Zealand,6339,,
AFRI,Africa,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NZL,New Zealand,7161,,
AFRI,Africa,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,13500,,
AFRI,Africa,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NZL,New Zealand,15315,,
AFRI,Africa,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NZL,New Zealand,14706,,
AFRI,Africa,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,30021,,
AFRI,Africa,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NZL,New Zealand,15315,,
AFRI,Africa,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NZL,New Zealand,14706,,
AFRI,Africa,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,30021,,
ASIA,Asia,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NZL,New Zealand,40203,,
ASIA,Asia,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NZL,New Zealand,33699,,
ASIA,Asia,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,73902,,
ASIA,Asia,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NZL,New Zealand,40203,,
ASIA,Asia,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NZL,New Zealand,33699,,
ASIA,Asia,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,73902,,
ASIA,Asia,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,2,Women,NZL,New Zealand,9735,,
ASIA,Asia,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,1,Men,NZL,New Zealand,8397,,
ASIA,Asia,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,18132,,
ASIA,Asia,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,2,Women,NZL,New Zealand,9735,,
ASIA,Asia,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,1,Men,NZL,New Zealand,8397,,
ASIA,Asia,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,18132,,
ASIA,Asia,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NZL,New Zealand,10800,,
ASIA,Asia,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NZL,New Zealand,7701,,
ASIA,Asia,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,18501,,
ASIA,Asia,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NZL,New Zealand,10800,,
ASIA,Asia,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NZL,New Zealand,7701,,
ASIA,Asia,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,18501,,
ASIA,Asia,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NZL,New Zealand,21981,,
ASIA,Asia,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NZL,New Zealand,20730,,
ASIA,Asia,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,42711,,
ASIA,Asia,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NZL,New Zealand,21981,,
ASIA,Asia,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NZL,New Zealand,20730,,
ASIA,Asia,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,42711,,
ASIA,Asia,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NZL,New Zealand,82719,,
ASIA,Asia,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NZL,New Zealand,70527,,
ASIA,Asia,1,Foreign-born,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,153246,,
ASIA,Asia,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,2,Women,NZL,New Zealand,82719,,
ASIA,Asia,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,1,Men,NZL,New Zealand,70527,,
ASIA,Asia,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,153246,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NZL,New Zealand,60579,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NZL,New Zealand,56832,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,117411,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,2,Women,NZL,New Zealand,60579,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,1,Men,NZL,New Zealand,56832,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,117411,,
EURO,Europe,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,2,Women,NZL,New Zealand,14337,,
EURO,Europe,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,1,Men,NZL,New Zealand,13080,,
EURO,Europe,1,Foreign-born,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,27417,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,2,Women,NZL,New Zealand,14337,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,1,Men,NZL,New Zealand,13080,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,27417,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NZL,New Zealand,23106,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NZL,New Zealand,21945,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,45051,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,2,Women,NZL,New Zealand,23106,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,1,Men,NZL,New Zealand,21945,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,45051,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NZL,New Zealand,37014,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NZL,New Zealand,43347,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,80361,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,2,Women,NZL,New Zealand,37014,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,1,Men,NZL,New Zealand,43347,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_AGE,All ages,ALL_SEX,Men and women,NZL,New Zealand,80361,,
