COUB,Country of birth,FBORN,Place of birth,EDU,Education level,LFS,Labour force status,FSTUDY,Field of study,COU,Country of residence,Value,Flag Codes,Flags
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,14,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,19,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,7,Agriculture,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,8,Health And Welfare,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,8,Health And Welfare,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,8,Health And Welfare,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,8,Health And Welfare,SVK,Slovak Republic,6,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,9,Services,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,9,Services,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,9,Services,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,99,Unknown,SVK,Slovak Republic,5,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,99,Unknown,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,99,Unknown,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,99,Unknown,SVK,Slovak Republic,10,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,46,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,8,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,20,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,74,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,1,Employed,4,Social Sciences, Business And Law,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,3,Inactive,4,Social Sciences, Business And Law,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,2,Unemployed,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,1,Employed,99,Unknown,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,3,Inactive,99,Unknown,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,99,Unknown,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,1,Employed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,2,Unemployed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,3,Inactive,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,6,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,4,Social Sciences, Business And Law,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,4,Social Sciences, Business And Law,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,99,Unknown,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,99,Unknown,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,99,Unknown,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,6,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,1,General Programme,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,2,Unemployed,1,General Programme,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,1,General Programme,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,1,General Programme,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,2,Education,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,2,Education,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,2,Education,SVK,Slovak Republic,5,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,3,Art And Humanities,SVK,Slovak Republic,8,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,3,Art And Humanities,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,3,Art And Humanities,SVK,Slovak Republic,10,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,4,Social Sciences, Business And Law,SVK,Slovak Republic,7,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,2,Unemployed,4,Social Sciences, Business And Law,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,SVK,Slovak Republic,8,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,5,Science,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,5,Science,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,5,Science,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,14,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,2,Unemployed,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,19,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,7,Agriculture,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,8,Health And Welfare,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,2,Unemployed,8,Health And Welfare,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,8,Health And Welfare,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,8,Health And Welfare,SVK,Slovak Republic,6,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,9,Services,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,2,Unemployed,9,Services,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,9,Services,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,99,Unknown,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,2,Unemployed,99,Unknown,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,99,Unknown,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,99,Unknown,SVK,Slovak Republic,7,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,1,Employed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,43,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,2,Unemployed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,7,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,3,Inactive,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,18,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,68,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,1,General Programme,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,1,General Programme,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,1,General Programme,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,1,General Programme,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,2,Education,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,2,Education,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,2,Education,SVK,Slovak Republic,5,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,3,Art And Humanities,SVK,Slovak Republic,8,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,3,Art And Humanities,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,3,Art And Humanities,SVK,Slovak Republic,10,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,4,Social Sciences, Business And Law,SVK,Slovak Republic,7,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,4,Social Sciences, Business And Law,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,SVK,Slovak Republic,8,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,5,Science,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,5,Science,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,5,Science,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,14,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,19,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,7,Agriculture,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,7,Agriculture,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,8,Health And Welfare,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,8,Health And Welfare,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,8,Health And Welfare,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,8,Health And Welfare,SVK,Slovak Republic,6,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,9,Services,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,9,Services,SVK,Slovak Republic,2,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,9,Services,SVK,Slovak Republic,4,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,99,Unknown,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,99,Unknown,SVK,Slovak Republic,1,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,99,Unknown,SVK,Slovak Republic,3,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,99,Unknown,SVK,Slovak Republic,7,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,1,Employed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,43,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,2,Unemployed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,7,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,3,Inactive,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,18,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3,ISCED 5,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,68,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,1,General Programme,SVK,Slovak Republic,838,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,1,General Programme,SVK,Slovak Republic,128,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,1,General Programme,SVK,Slovak Republic,861,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,1,General Programme,SVK,Slovak Republic,28,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,General Programme,SVK,Slovak Republic,1855,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,2,Education,SVK,Slovak Republic,1715,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,2,Education,SVK,Slovak Republic,131,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,2,Education,SVK,Slovak Republic,948,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,2,Education,SVK,Slovak Republic,36,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Education,SVK,Slovak Republic,2830,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,3,Art And Humanities,SVK,Slovak Republic,1157,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,3,Art And Humanities,SVK,Slovak Republic,109,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,3,Art And Humanities,SVK,Slovak Republic,613,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,3,Art And Humanities,SVK,Slovak Republic,42,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,3,Art And Humanities,SVK,Slovak Republic,1921,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,4,Social Sciences, Business And Law,SVK,Slovak Republic,2824,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,4,Social Sciences, Business And Law,SVK,Slovak Republic,318,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,4,Social Sciences, Business And Law,SVK,Slovak Republic,1076,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,4,Social Sciences, Business And Law,SVK,Slovak Republic,75,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,SVK,Slovak Republic,4293,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,5,Science,SVK,Slovak Republic,564,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,5,Science,SVK,Slovak Republic,41,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,5,Science,SVK,Slovak Republic,209,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,5,Science,SVK,Slovak Republic,15,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,5,Science,SVK,Slovak Republic,829,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,4108,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,299,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,1190,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,83,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,SVK,Slovak Republic,5680,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,7,Agriculture,SVK,Slovak Republic,1109,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,7,Agriculture,SVK,Slovak Republic,145,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,7,Agriculture,SVK,Slovak Republic,466,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,7,Agriculture,SVK,Slovak Republic,24,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,7,Agriculture,SVK,Slovak Republic,1744,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,8,Health And Welfare,SVK,Slovak Republic,1112,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,8,Health And Welfare,SVK,Slovak Republic,27,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,8,Health And Welfare,SVK,Slovak Republic,470,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,8,Health And Welfare,SVK,Slovak Republic,24,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,8,Health And Welfare,SVK,Slovak Republic,1633,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,9,Services,SVK,Slovak Republic,802,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,9,Services,SVK,Slovak Republic,58,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,9,Services,SVK,Slovak Republic,251,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,9,Services,SVK,Slovak Republic,19,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,9,Services,SVK,Slovak Republic,1130,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,99,Unknown,SVK,Slovak Republic,2908,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,99,Unknown,SVK,Slovak Republic,234,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,99,Unknown,SVK,Slovak Republic,946,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,99,Unknown,SVK,Slovak Republic,239,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,99,Unknown,SVK,Slovak Republic,4327,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,17137,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,2,Unemployed,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,1490,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,3,Inactive,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,7030,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,99,Unknown labour force status,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,585,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,SVK,Slovak Republic,26242,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,1,General Programme,SVK,Slovak Republic,838,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,1,General Programme,SVK,Slovak Republic,128,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,1,General Programme,SVK,Slovak Republic,861,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,99,Unknown labour force status,1,General Programme,SVK,Slovak Republic,28,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,General Programme,SVK,Slovak Republic,1855,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,2,Education,SVK,Slovak Republic,1715,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,2,Education,SVK,Slovak Republic,131,,
